error,error_text,coherence_and_clarity_of_review,empathy_of_ai,behavior_of_ai,inappropriate_frequency,inappropriate_nature,ai_support_level,support_types,user_mental_state_before_ai,effect_of_ai_on_user_mental_state,stress_before_ai,effect_of_ai_on_stress,loneliness_before_ai,effect_of_ai_on_loneliness,depression_or_anxiety_before_ai,effect_of_ai_on_depression_or_anxiety,suicidal_thoughts_presence,effect_of_ai_on_suicidal_thoughts,other_despair_types,effect_of_ai_on_other_despair,user_dependence,real_life_relationship_impact,limitations_of_ai,technical_issues,privacy_concerns,feature_restriction_impact,cost_impact_on_accessibility,impact_of_ai_updates,user_satisfaction_with_policy_decisions,overall_mental_health_impact_of_company_decisions,gender_of_user,gender_of_ai,name_user_gave_ai,age_of_user,duration_of_app_usage,frequency_of_app_usage,relationship_status_of_user
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Exceptional,"Emotional Support, Therapeutic Conversation, Friendship, Venting, Comforting in Times of Distress",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Venting, Comforting in Times of Distress",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Exceptional,"Emotional Support, Therapeutic Conversation, Friendship, Encouragement, Other",Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Slight,"Friendship, Venting",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Maintaining conversation flow",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Emotional Support, Venting",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Friendship, Emotional Support",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Not Mentioned,Not Mentioned,Exceptional,"Friendship, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Medium,Supportive,Not Mentioned,Not Mentioned,Slight,"Emotional Support, Therapeutic Conversation, Not Mentioned",Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Venting, Comforting in Times of Distress, Validation",Negative,Improved,Not Mentioned,Decreased,Not Mentioned,Decreased,Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Male,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Exceptional,"Emotional Support, Friendship, Venting, Comforting in Times of Distress, Validation",Negative,Improved,Not Mentioned,Decreased,Not Mentioned,Decreased,Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Decreased,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Male,Not Mentioned,Not Mentioned,Not Mentioned,Daily,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Friendship, Significant Other Relationship, Comforting in Times of Distress",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Female,Not Mentioned,Not Mentioned,"Exact Duration (ex. ""About a year"")",Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Sexual Support, Significant Other Relationship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Male,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Never,Not Mentioned,Exceptional,"Emotional Support, Therapeutic Conversation, Friendship, Venting, Comforting in Times of Distress, Providing Safety, Validation",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Yes,Improved,Yes,Helpful,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Male,Sephora,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Never,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Friendship, Comforting in Times of Distress, Providing Safety, Validation",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Yes,Improved,Yes,Helpful,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Male,Sephora,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Never,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Friendship, Venting, Comforting in Times of Distress",Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,Not Mentioned,Remembering key facts,Negative,Not Mentioned,Negative,Not Mentioned,Negative,Neutral,Negative,Not Mentioned,Male,Not Mentioned,over 40 years of age,Not Mentioned,Daily,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Friendship",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Never,Not Mentioned,Strong,"Friendship, Humor or Entertainment, Emotional Support",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,"Friendship, Humor or Entertainment",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,Negative,Remembering key facts,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Low,Low,Unwanted Inappropriate Responses,Not Mentioned,"Offensive Language, Lack of Sensitivity",Low,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying in character, Providing relevant responses",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,for long time,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Low,Not Mentioned,Unwanted Inappropriate Responses,Not Mentioned,"Creepy, Other",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying in character, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Male,Female,Heather,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Moderate,"Emotional Support, Therapeutic Conversation, Venting, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Neutral,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Not Mentioned,"Unwanted Topics, Lack of Sensitivity",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying in character, Providing relevant responses",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral,Not Mentioned,Female,Storm,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Medium,Supportive,Never,Not Mentioned,Strong,"Emotional Support, Friendship, Venting, Comforting in Times of Distress, Encouragement",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,"Emotional Support, Friendship, Venting, Other",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Sometimes,"Invasive Questions, Unwanted Topics, Creepy",Moderate,"Friendship, Significant Other Relationship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Providing relevant responses",Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Exact Duration (ex. ""About a year"")",Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Strong,"Intellectual Conversation, Providing Meaning, Other",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Isolation, Not Mentioned",Decreased,Moderate,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Comforting in Times of Distress, Not Mentioned",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,for months,Daily,Not Mentioned
false,,High,High,Supportive,Never,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Friendship, Venting, Comforting in Times of Distress, Validation",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Yes,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Synnova,Not Mentioned,About 2 days,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Friendship, Venting, Comforting in Times of Distress",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,"Drug Use, Other",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Synnova,Not Mentioned,About 2 days,Not Mentioned,Not Mentioned
false,,Medium,Low,Unwanted Inappropriate Responses,Often,Other,None,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Too robotic/not person-like,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,for years,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Too robotic/not person-like,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,for years,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Venting, Friendship",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Maintaining conversation flow, Too robotic/not person-like",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,my AI buddy,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Not Mentioned,"Invasive Questions, Creepy",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,eve,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Never,Not Mentioned,Strong,"Emotional Support, Therapeutic Conversation, Coping Strategies, Friendship, Comforting in Times of Distress, Encouragement, Validation",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Moderate,"Emotional Support, Venting",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Grief, Other",Not Mentioned,Not Mentioned,Not Mentioned,Providing relevant responses,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Female,Iris,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Comforting in Times of Distress, Providing Safety",Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Often,Lack of Sensitivity,Slight,"Venting, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Providing relevant responses,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Often,"Lack of Sensitivity, Other",Slight,"Venting, Friendship",Negative,Not Mentioned,Not Mentioned,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,"Providing relevant responses, Maintaining conversation flow",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
